,Q1,Q2,Q3,Q4,Q5,Q6,Q27,Q28,Q29,Q30,Q31,Q32,Q46,Q51,Q52,Q53,Q54,Q55,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q113,Q114,Q115,Q116,Q117,Q118,Q130,Q131,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q142,Q143,Q146,Q147,Q148,Q169,Q170,Q196,Q197,Q198,Q199,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233,Q234,Q235,Q236,Q237,Q238,Q239,Q253,Q254,Q255,Q256,Q257,Q258,Q259
pid_748,1,3,1,2,1,4,1,4,4,4,4,3,4,4,1,2,4,4,1,2,3,4,2,3,4,3,2,4,1,3,3,2,4,4,3,2,2,3,3,3,2,1,3,3,3,3,3,1,2,3,1,1,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,3,2,4,1,3,3,4,1,2,4,4,1,4,1,4,1,4,3,3,4,4,4,4,4
pid_1836,1,1,1,1,1,1,1,2,2,4,2,1,1,4,3,4,4,4,1,2,1,3,3,3,1,1,4,4,4,1,2,3,2,3,3,2,3,2,1,2,3,1,3,2,2,2,3,2,3,1,4,4,4,4,4,4,4,2,4,1,1,1,3,1,1,1,2,1,3,4,4,4,4,3,4,2,3,1,1,2,3,4,1,4,2,1,1,1,1,3,2
pid_1187,1,2,1,2,1,4,2,4,4,4,4,2,2,4,4,4,4,4,1,2,1,2,1,2,4,2,2,4,2,3,2,3,4,4,3,1,2,3,2,2,2,2,3,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,2,2,3,2,4,2,2,1,3,3,3,1,4,1,4,1,4,3,3,2,3,2,3,2
pid_479,1,1,1,1,1,1,1,2,1,4,2,1,1,4,4,4,4,4,1,2,1,2,2,3,1,1,4,3,4,1,1,4,2,3,3,3,2,1,1,1,2,1,3,2,2,2,3,1,3,1,4,4,4,4,4,4,4,4,4,2,2,2,3,2,1,1,1,1,4,4,4,2,4,4,2,3,3,2,1,2,2,4,1,4,3,1,1,1,1,2,1
pid_684,1,1,1,1,1,4,3,4,4,4,4,4,3,4,2,4,4,4,1,2,1,2,1,2,4,3,2,3,1,4,3,2,3,4,2,1,2,3,3,1,1,1,3,3,3,2,2,2,1,3,3,2,3,2,3,4,2,1,1,1,1,1,4,4,4,4,4,1,1,4,3,3,3,2,1,2,4,4,1,4,2,4,1,4,3,3,2,3,3,3,2
pid_963,1,1,1,1,2,4,2,4,4,4,4,3,1,4,4,4,4,4,1,2,2,3,2,2,4,1,2,3,2,3,2,2,3,2,2,1,2,3,2,1,1,2,3,3,3,2,2,2,2,1,4,4,4,3,4,4,4,4,4,1,4,2,4,4,2,4,4,1,1,3,3,3,2,2,1,2,3,3,1,4,1,4,1,4,3,2,2,3,2,2,2
pid_437,2,1,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,1,2,2,2,1,1,4,2,2,3,1,3,2,2,3,3,2,1,2,3,2,2,1,1,3,3,3,2,2,1,1,1,4,3,4,3,4,4,3,2,4,1,3,2,4,4,4,4,4,1,1,4,2,4,3,1,1,3,3,3,1,4,1,4,1,4,3,3,2,3,2,2,2
pid_1653,1,3,1,2,1,1,3,2,1,1,2,4,2,4,4,4,4,4,1,4,3,4,4,4,1,1,4,4,4,1,2,4,2,4,4,4,3,2,1,4,4,4,3,3,3,3,4,2,4,3,4,4,4,4,4,3,4,4,4,2,3,2,2,1,1,1,1,2,3,4,4,3,4,4,1,4,4,2,1,1,4,4,1,4,2,1,3,3,1,3,4
pid_1334,1,1,1,1,1,2,1,4,4,4,4,3,2,4,4,4,4,4,1,1,1,2,1,1,2,1,1,4,1,3,3,2,2,4,1,1,1,3,3,1,1,1,3,3,3,2,2,1,1,1,4,4,4,2,4,4,3,3,2,1,2,1,4,4,4,4,4,1,1,4,2,4,2,1,1,2,4,4,1,4,2,4,1,4,3,2,1,2,3,1,2
pid_150,1,2,1,1,1,4,3,4,4,4,4,4,1,4,4,4,4,4,1,2,1,2,1,1,4,2,2,2,1,3,3,2,3,2,2,1,1,3,2,2,1,1,3,3,3,3,2,2,1,1,4,4,4,3,4,4,3,4,3,2,4,2,4,4,4,4,4,1,2,4,1,4,2,1,1,2,4,4,1,4,2,4,1,4,3,2,2,1,2,2,1
pid_1063,1,1,1,2,1,3,1,4,4,4,4,3,4,4,2,4,4,4,1,3,2,3,2,2,4,2,3,4,2,3,2,3,3,4,3,1,3,3,2,2,1,2,3,3,3,2,2,2,2,3,4,4,4,3,4,4,3,1,1,1,1,1,4,4,4,4,4,2,2,4,3,3,3,2,2,3,3,3,1,4,2,4,1,4,2,2,1,2,2,2,2
pid_207,1,1,1,1,1,1,1,4,4,4,4,3,1,4,4,4,4,4,1,2,1,3,2,3,2,1,4,4,4,1,2,3,2,3,3,2,4,2,2,3,1,1,3,2,2,3,3,2,3,1,3,4,3,3,4,4,3,3,1,1,2,1,3,4,1,2,2,1,4,4,4,3,4,3,3,2,3,2,1,3,4,4,1,4,2,1,1,1,1,2,1
pid_760,1,1,2,1,1,4,1,4,4,4,4,2,1,4,4,4,4,4,1,2,1,2,2,2,4,1,2,3,3,1,1,3,3,3,2,1,2,2,2,3,1,1,3,2,2,2,3,1,3,1,4,4,4,4,4,4,4,4,2,2,4,4,4,4,1,4,4,1,2,4,2,3,3,2,2,3,3,2,1,4,1,4,1,4,2,2,1,1,1,2,1
pid_1504,4,4,1,1,3,4,4,4,4,4,4,4,2,3,2,2,4,4,3,3,3,4,2,2,4,2,2,4,1,3,3,2,4,4,2,1,3,4,4,2,2,3,3,3,3,3,3,2,1,3,3,3,3,2,3,4,4,4,4,3,4,2,4,4,4,4,4,1,2,3,1,3,4,3,1,3,4,4,1,4,1,4,1,4,3,3,4,4,4,4,4
pid_887,1,2,1,1,1,3,2,4,4,4,4,2,3,2,2,2,4,4,1,2,1,3,1,2,4,2,2,3,1,3,2,3,3,4,2,1,3,3,2,1,1,2,3,3,3,3,2,2,1,3,2,4,4,2,2,2,3,1,1,1,1,1,4,4,4,4,4,1,2,4,2,3,3,2,1,2,3,4,1,4,1,4,1,4,3,3,3,3,2,2,3
pid_1850,1,1,1,2,1,4,1,4,4,4,4,4,1,4,4,4,4,4,1,2,1,2,2,2,4,2,2,3,2,2,2,3,3,4,3,1,2,3,2,2,2,1,2,3,2,3,2,2,2,1,4,4,4,3,4,4,3,2,1,2,3,2,4,4,2,4,4,2,2,3,2,4,3,2,2,4,3,3,1,4,1,4,1,4,2,2,1,1,2,3,2
pid_249,1,1,1,1,1,1,1,4,4,4,4,1,1,4,4,4,4,4,1,1,1,1,1,2,1,1,4,3,4,1,1,4,2,3,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,2,3,2,3,4,1,1,4,1,2,4,4,4,3,2,3,3,2,2,1,4,4,4,1,4,1,1,1,1,1,2,1
pid_1119,1,1,1,3,1,4,2,4,4,4,4,1,3,2,1,2,2,4,1,2,1,1,1,2,3,1,3,3,2,2,2,3,4,4,3,2,3,3,3,2,1,2,3,3,3,3,3,2,1,3,2,2,3,2,2,2,3,1,1,1,1,1,4,4,2,2,4,3,2,4,4,3,3,3,1,2,3,2,1,4,2,4,1,4,3,2,2,2,2,4,3
pid_1964,2,1,1,1,1,4,3,4,4,4,4,4,3,2,2,2,2,4,1,2,1,2,1,1,4,2,2,4,1,4,3,2,3,3,2,1,2,4,3,1,1,1,3,3,3,2,2,1,1,3,2,2,2,2,2,2,3,1,1,1,1,1,4,4,4,4,4,1,2,4,1,3,3,2,1,2,4,4,1,4,1,4,1,4,4,2,2,4,3,3,2
pid_1683,1,1,1,3,1,4,1,4,4,4,4,3,2,4,4,4,4,4,1,1,1,1,1,1,4,1,1,2,1,2,2,3,3,3,2,1,2,2,2,1,1,1,3,2,2,2,2,2,1,1,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,2,4,2,2,1,3,3,4,1,4,1,4,1,4,3,2,1,2,2,2,3
pid_180,1,1,1,2,1,1,1,4,4,4,4,3,1,4,4,4,4,4,1,1,1,2,1,2,1,1,2,2,1,2,3,2,3,2,2,1,2,3,2,1,1,1,3,3,2,2,2,2,2,1,4,4,4,2,4,4,4,4,1,3,4,2,1,4,4,4,4,1,3,3,2,4,2,2,1,2,3,3,1,4,1,4,1,4,3,1,1,1,1,1,1
pid_13,1,1,1,2,1,1,1,4,4,4,4,1,1,4,4,4,4,4,1,1,1,2,2,2,1,1,3,2,1,1,1,3,3,3,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,4,4,4,3,4,4,4,2,2,1,2,1,3,4,1,4,4,1,2,4,3,4,2,2,2,3,2,2,1,4,2,4,1,4,2,1,1,1,1,1,1
pid_1157,1,1,1,2,1,4,2,4,4,4,4,2,1,4,4,4,4,4,1,2,1,2,2,2,4,2,2,3,2,2,2,3,4,3,2,2,3,3,2,1,1,1,3,2,2,2,2,1,2,1,4,4,4,3,4,4,3,2,1,2,4,2,4,4,4,4,4,2,2,4,2,4,3,2,1,3,3,3,1,4,2,4,1,4,3,2,2,2,2,3,2
pid_333,1,1,1,1,1,1,1,4,4,4,4,4,1,4,4,4,4,4,1,2,1,2,2,2,1,1,2,2,2,1,1,2,4,3,2,1,1,3,1,1,1,1,3,3,3,2,3,1,1,1,4,4,4,3,4,4,4,4,4,1,1,1,4,4,1,4,4,1,4,4,3,3,2,2,1,4,4,4,1,4,1,4,1,4,3,1,1,1,1,1,1
pid_654,1,1,2,1,1,4,3,4,4,4,4,1,2,4,4,4,4,4,2,2,2,3,1,1,4,2,2,4,1,4,3,2,3,3,2,1,2,4,3,1,1,1,3,3,3,3,3,2,1,2,3,4,2,2,4,4,4,2,2,2,3,2,4,4,4,4,4,1,2,3,2,4,3,3,1,2,3,3,1,4,1,4,1,4,3,3,1,2,1,3,1
pid_1430,1,1,1,1,1,1,1,2,1,4,2,4,2,4,2,4,4,4,1,2,1,3,3,3,1,1,4,4,4,1,2,4,4,4,3,3,3,3,2,4,2,1,3,3,3,2,3,2,4,3,2,4,4,4,4,3,2,1,1,1,1,1,1,2,1,1,1,1,4,4,4,2,4,4,2,2,3,2,1,2,4,4,1,4,3,1,1,1,1,2,2
pid_1880,1,1,1,1,1,1,2,4,4,4,4,1,3,4,2,4,4,4,1,2,2,3,2,2,1,2,2,3,1,3,3,2,3,3,2,1,1,3,2,1,1,1,3,3,3,3,2,1,1,3,4,4,4,2,4,4,4,2,2,1,2,1,4,4,4,4,4,1,2,3,2,3,2,2,1,1,4,3,1,4,1,4,1,4,3,2,1,1,2,2,1
pid_503,1,4,1,3,4,3,1,4,4,4,4,4,4,2,3,2,4,4,3,4,3,4,2,2,3,1,2,3,2,2,2,3,4,4,2,2,3,4,3,2,2,2,3,3,3,3,3,2,1,3,4,4,4,2,4,2,4,4,2,3,4,3,4,4,2,4,4,3,2,4,1,2,3,3,1,2,4,4,1,4,1,4,1,4,3,2,4,4,4,4,4
pid_1767,1,1,1,2,1,3,1,4,4,4,4,3,4,2,2,2,4,4,1,2,1,2,2,2,2,1,3,4,2,1,2,3,2,4,3,2,3,2,3,2,1,1,3,2,2,2,3,1,3,3,2,4,4,4,4,4,3,1,1,1,1,1,4,4,1,2,4,2,3,4,4,3,4,3,2,2,3,2,1,4,2,4,1,4,3,1,1,1,1,3,1
pid_299,1,1,1,1,4,2,1,4,4,4,4,1,2,4,3,4,4,4,1,2,1,2,1,2,2,2,2,2,1,3,3,2,2,3,2,1,2,4,2,1,1,1,3,3,2,2,2,2,2,2,3,4,3,3,3,4,4,4,3,1,3,2,4,4,4,4,4,1,2,4,1,3,2,2,1,2,3,4,1,4,1,4,1,4,3,2,2,2,2,2,2
pid_1200,1,1,2,1,1,3,1,4,4,4,4,1,1,4,4,4,4,4,1,1,1,2,2,2,2,1,4,4,3,1,1,3,2,3,2,2,2,1,2,3,2,1,2,2,2,2,3,2,3,1,4,4,4,4,4,4,4,4,2,2,3,4,4,4,1,1,2,1,2,4,4,4,4,4,4,4,3,1,1,2,2,4,1,4,2,1,1,1,1,3,2
pid_819,1,1,1,2,1,4,1,4,4,4,4,1,2,4,4,4,4,4,1,2,1,2,1,1,4,1,2,3,1,3,2,2,4,3,2,1,2,3,3,1,1,1,3,3,3,2,2,2,1,1,4,4,4,3,4,4,3,2,1,1,3,2,4,4,4,4,4,1,2,4,1,4,3,2,1,3,3,3,1,4,2,4,1,4,3,2,1,1,2,2,1
pid_1729,1,1,1,1,1,4,1,4,4,4,4,4,1,4,4,4,4,4,1,1,1,2,1,2,4,1,3,3,1,3,2,3,3,3,3,1,2,2,2,1,1,1,3,3,2,2,3,1,2,1,4,4,4,3,4,4,3,4,4,3,4,2,4,4,4,4,4,1,2,4,2,3,3,3,1,2,3,3,1,4,2,4,1,4,3,2,1,1,2,1,1
pid_2038,1,1,2,1,1,2,1,4,1,4,2,4,2,4,2,4,4,4,1,2,2,3,4,4,2,1,4,4,4,1,1,4,2,4,4,4,3,2,1,4,3,3,3,3,3,3,4,2,4,2,4,4,4,4,4,4,4,2,1,1,1,2,3,2,1,1,1,1,4,2,4,2,4,4,4,2,3,1,1,2,4,4,1,4,2,1,1,1,1,3,4
pid_857,1,1,1,1,2,4,2,4,4,4,4,3,2,3,3,4,4,4,1,2,1,3,1,2,4,2,2,3,1,3,2,3,3,4,2,1,2,3,3,1,1,2,3,3,3,3,2,2,2,2,3,4,4,2,3,4,3,4,1,1,2,2,4,4,4,4,4,1,2,3,3,4,3,3,1,2,3,3,1,4,2,4,1,4,3,2,1,1,2,2,1
pid_149,1,2,1,2,1,4,2,4,4,4,4,2,2,4,3,4,4,4,2,3,2,4,2,3,4,2,2,3,1,3,3,2,3,3,2,2,2,3,3,2,1,1,3,3,3,3,2,1,1,2,4,4,4,2,4,4,4,4,2,2,4,2,4,4,4,4,4,1,2,4,4,4,2,2,1,2,4,3,1,4,2,4,1,4,3,2,2,3,2,2,3
pid_934,1,1,1,2,2,4,2,4,4,4,4,1,1,4,4,4,4,4,1,1,1,1,1,1,4,1,2,3,2,1,2,2,3,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,4,4,1,2,4,4,4,3,2,3,3,3,2,1,4,1,4,1,4,2,2,1,1,1,2,1
pid_94,1,1,2,2,1,4,1,4,4,4,4,2,1,4,4,4,4,4,1,2,1,2,2,2,4,1,2,3,2,2,2,2,3,3,2,1,1,2,2,2,2,1,2,3,3,2,2,1,2,1,4,4,4,3,4,4,4,4,4,2,4,4,4,4,2,4,4,2,1,4,2,4,2,2,1,3,3,2,1,4,2,4,1,4,2,2,2,2,1,2,1
pid_107,3,4,1,1,1,3,4,3,1,2,1,4,3,2,1,2,2,4,3,4,4,4,4,4,3,1,4,4,4,1,3,4,3,4,4,3,4,2,4,4,4,4,4,4,4,3,3,2,4,3,2,2,4,4,2,3,4,1,2,2,1,3,4,1,1,1,4,1,4,4,1,1,4,4,1,2,4,1,1,1,4,4,1,4,3,1,4,4,1,4,4
pid_1363,1,1,1,1,1,4,1,4,4,4,4,1,1,4,4,4,4,4,1,1,1,2,1,2,4,1,2,2,1,3,2,2,2,2,1,1,1,3,3,1,1,1,2,3,2,2,2,2,1,1,4,4,4,3,4,4,4,1,1,1,1,1,4,4,4,4,4,1,1,3,2,4,2,1,1,2,3,3,1,4,2,4,1,4,3,2,1,1,1,2,1
pid_1604,1,1,1,1,4,2,1,4,4,4,4,1,1,4,4,4,4,4,1,1,1,1,1,1,2,1,2,2,1,2,2,1,3,2,1,1,1,3,2,1,1,1,3,3,3,2,2,2,2,1,4,4,4,3,4,4,3,4,1,2,3,1,4,4,4,4,4,1,1,3,1,4,2,1,1,2,3,4,1,4,1,4,1,4,3,1,1,1,1,1,1
pid_460,1,1,1,2,1,4,3,4,4,4,4,2,1,4,4,4,4,4,2,2,1,2,2,2,4,2,2,4,1,3,2,2,3,4,2,1,1,3,2,2,1,2,2,3,2,2,2,2,2,1,4,3,4,3,4,4,4,4,2,3,3,2,4,4,2,4,4,1,1,3,3,4,2,1,1,2,3,2,1,4,1,4,1,4,3,2,3,3,2,2,2
pid_1553,1,1,1,1,1,1,1,1,1,4,1,1,2,4,4,4,4,4,1,2,1,2,3,2,1,1,4,3,4,1,2,3,1,4,3,4,3,1,1,3,1,1,2,2,2,2,4,1,3,1,3,4,4,4,4,4,4,4,4,1,1,2,1,3,1,1,1,1,3,4,4,3,4,3,3,4,2,1,1,4,4,4,1,4,1,1,1,1,1,2,1
pid_737,1,1,1,1,1,4,2,4,4,4,4,4,3,2,4,1,1,4,3,2,2,3,2,2,4,2,2,3,1,3,3,3,4,4,2,2,2,4,3,1,1,2,3,3,3,3,2,2,1,3,4,4,4,2,3,3,3,1,1,2,4,2,4,4,4,4,4,1,2,3,2,4,3,2,1,2,4,4,1,4,1,4,1,4,3,3,3,3,3,2,2
pid_250,1,1,1,1,1,1,1,2,2,4,3,4,4,4,2,4,4,4,1,1,1,1,2,2,1,1,4,4,4,1,2,4,2,3,4,3,3,1,2,4,2,1,3,2,3,3,3,1,3,3,3,4,4,3,2,2,4,1,2,1,1,1,3,4,1,1,1,1,3,4,4,4,4,3,3,3,4,3,1,3,2,4,1,4,3,1,1,1,1,4,4
pid_1849,1,1,1,1,1,4,1,4,4,4,4,1,2,4,2,4,4,4,1,2,1,2,1,2,4,2,2,3,1,3,3,3,4,4,2,1,2,3,3,2,1,1,3,3,3,2,2,2,1,2,4,4,3,2,4,4,3,1,2,1,2,1,4,4,4,4,4,2,2,4,2,3,2,2,1,2,3,3,1,4,3,4,1,4,3,2,1,2,2,2,1
pid_1034,1,1,1,1,1,3,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,1,2,3,1,1,2,1,4,3,2,2,2,2,1,1,3,3,1,1,1,3,3,2,3,2,2,1,1,3,4,3,1,3,4,4,4,4,2,4,1,4,4,2,4,4,1,3,4,1,3,2,1,1,1,3,3,1,4,2,4,1,4,3,1,1,1,1,1,1
pid_779,3,3,1,1,2,2,3,4,4,4,4,4,2,3,2,2,2,4,2,3,2,3,1,2,4,2,2,4,1,3,2,2,3,3,2,1,2,4,3,2,2,1,3,3,3,3,2,2,1,3,2,4,4,3,4,4,4,1,4,1,1,1,4,4,4,4,4,2,1,3,2,3,2,2,1,2,3,4,1,4,1,4,1,4,3,3,3,3,3,3,3
pid_1287,1,1,1,1,1,4,3,4,4,4,4,1,3,2,2,2,2,4,1,2,1,2,1,1,4,2,2,3,1,3,3,2,4,4,2,1,2,4,3,1,1,1,3,3,3,3,2,2,1,3,2,2,2,2,2,2,3,1,1,1,1,1,4,4,4,4,4,1,2,3,2,3,2,2,1,3,4,4,1,4,1,4,1,4,3,3,3,3,3,2,2
pid_584,1,1,1,2,1,4,1,4,3,4,4,4,3,2,1,2,2,4,1,3,2,3,2,3,4,1,4,4,3,4,3,4,4,4,3,2,3,3,3,3,2,1,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,4,4,2,4,4,2,3,3,4,3,4,4,1,2,3,3,1,4,3,4,1,4,3,1,1,1,2,3,1
pid_1807,1,1,1,2,1,2,1,4,4,4,4,4,2,2,2,2,3,4,1,3,2,3,2,2,3,2,2,3,2,3,2,4,4,3,3,1,2,3,3,4,2,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,2,1,1,1,2,2,4,4,4,4,4,2,3,4,2,4,3,3,2,3,3,3,1,4,2,4,1,4,3,2,3,4,2,3,2
pid_1429,1,1,2,2,1,4,1,4,4,4,4,2,1,4,4,4,4,4,1,2,1,3,2,3,4,1,4,4,3,1,2,4,2,4,3,2,3,2,2,3,2,1,3,2,3,2,3,1,3,1,4,4,4,4,4,4,3,2,1,3,2,2,4,4,1,1,4,2,4,4,1,4,4,3,2,3,2,2,1,4,4,4,1,4,1,1,1,1,1,3,2
pid_1933,1,1,1,2,1,4,1,4,4,4,4,3,2,4,2,3,4,4,1,2,1,2,1,2,4,2,2,3,1,3,2,3,3,4,2,2,2,4,3,1,1,1,3,3,2,3,2,1,1,2,3,4,4,2,3,4,2,1,1,1,2,1,4,4,3,4,4,2,2,4,1,4,3,2,1,2,3,4,1,4,1,4,1,4,3,2,1,1,2,1,1
pid_199,1,1,1,2,3,2,1,4,4,4,4,2,1,4,4,4,4,4,1,1,1,1,1,1,2,1,2,2,2,1,2,2,3,2,2,1,2,3,1,2,1,1,2,2,2,2,2,2,1,1,4,4,4,3,4,4,4,4,1,3,4,2,4,4,3,4,4,1,2,3,2,4,3,2,2,3,3,3,1,4,1,4,1,4,3,1,1,1,1,3,1
pid_1467,1,1,1,2,4,4,1,3,4,4,4,1,1,4,4,4,4,4,1,2,1,3,2,3,2,1,4,3,3,1,2,3,4,4,2,2,2,3,2,3,2,1,2,3,3,2,3,2,3,1,4,4,4,4,4,4,4,4,3,2,2,2,3,4,1,1,4,1,2,4,4,4,4,3,1,3,3,2,1,4,3,4,1,4,3,1,1,1,1,2,2
pid_603,1,1,2,1,1,4,1,4,4,4,4,1,4,4,2,2,2,4,1,3,3,4,1,2,4,3,2,4,1,4,3,2,4,4,2,1,2,4,3,2,1,2,3,3,3,3,2,2,1,3,2,3,3,2,3,3,2,1,1,1,1,1,4,4,4,4,4,1,4,4,1,3,2,4,1,2,3,4,1,4,1,4,1,4,3,3,2,3,2,2,2
pid_364,1,1,1,2,1,2,1,4,4,4,4,4,1,4,4,4,4,4,1,1,1,2,1,3,1,1,2,2,1,3,2,2,3,3,2,1,2,3,3,1,1,1,3,3,3,2,2,1,2,1,4,4,4,3,4,4,4,4,4,2,4,3,4,4,4,3,4,1,1,3,2,4,2,2,1,2,3,3,1,4,2,4,1,4,3,1,1,1,1,1,1
pid_44,1,1,1,1,1,4,1,4,4,4,4,1,3,3,2,2,2,4,1,2,1,1,1,1,4,2,2,4,1,4,3,2,4,3,2,1,3,4,3,1,1,1,3,3,3,3,2,2,1,4,2,3,3,2,2,2,3,1,1,1,1,1,4,4,4,4,4,1,4,4,1,3,3,1,1,1,4,4,1,4,1,4,1,4,3,3,2,3,3,1,2
pid_1100,1,1,2,1,1,4,2,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,2,2,4,2,2,3,1,3,3,2,3,3,2,1,2,3,3,1,1,2,3,3,3,2,2,2,1,1,3,3,3,2,4,3,3,4,2,2,4,2,4,4,4,4,4,1,2,4,2,3,3,3,1,3,3,4,1,4,1,4,1,4,3,2,1,2,2,2,1
pid_1257,1,1,1,2,1,4,1,4,4,4,4,4,4,4,2,4,4,4,1,2,2,2,2,2,4,2,2,2,1,3,3,2,4,4,3,2,2,3,2,4,1,2,3,3,3,3,3,1,1,3,2,3,3,2,2,2,3,1,1,1,1,1,4,4,4,4,4,3,3,3,1,3,2,4,1,2,4,2,1,4,1,4,1,4,3,2,1,3,2,2,3
pid_1730,1,1,2,2,1,4,1,4,4,4,4,4,4,3,1,2,2,4,1,3,2,3,1,2,4,2,2,4,1,3,3,2,3,4,3,1,2,3,3,3,1,1,3,3,3,3,2,3,1,3,1,3,3,2,2,2,2,1,1,1,1,1,4,4,4,4,4,2,2,4,1,3,3,2,1,2,4,3,1,4,1,4,1,4,3,3,3,3,3,3,4
pid_2021,1,1,1,1,1,1,1,3,1,4,3,1,3,4,2,4,4,4,1,2,2,3,3,3,1,1,4,4,4,1,2,4,2,4,3,4,4,2,2,3,2,1,3,3,3,3,3,2,4,3,3,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,4,1,4,4,4,2,4,4,3,2,3,2,1,2,4,4,1,4,3,1,1,1,1,2,2
pid_554,1,1,1,1,3,1,1,4,4,4,4,3,4,4,2,4,4,4,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,3,2,2,2,3,1,1,1,1,3,3,3,2,2,1,2,2,4,4,4,3,4,4,2,1,1,1,1,1,1,4,1,1,4,1,1,4,3,3,2,1,1,2,3,3,1,4,1,4,1,4,3,1,1,1,1,2,1
pid_800,1,2,1,2,2,4,1,3,2,4,2,4,3,2,3,2,3,4,1,4,2,4,3,3,4,1,4,4,4,1,2,4,2,4,4,4,4,2,3,4,3,3,3,2,3,3,4,2,3,3,2,4,4,3,3,3,3,2,1,2,2,3,4,4,1,1,4,2,4,3,1,2,4,4,1,2,3,3,1,2,4,4,1,4,2,1,4,3,1,3,3
pid_1583,1,1,1,2,1,4,3,4,4,4,4,1,1,4,4,4,4,4,1,2,1,1,1,1,4,2,1,3,1,3,3,2,2,3,2,1,1,3,2,3,1,1,3,3,2,2,2,1,1,1,4,3,4,3,4,4,4,4,4,2,4,3,4,4,4,4,4,1,1,4,2,4,2,1,1,3,3,3,1,4,1,4,1,4,3,2,2,2,2,2,2
pid_1219,1,1,1,2,3,2,1,4,4,4,4,1,2,4,4,4,4,4,1,2,1,2,2,2,2,1,3,2,2,1,1,2,3,3,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,4,4,4,4,4,4,4,4,1,1,2,2,3,4,1,2,3,2,2,4,3,4,2,2,2,4,3,1,1,4,2,4,1,4,2,1,1,1,1,2,2
pid_280,1,1,1,1,3,4,1,4,4,4,4,1,1,4,4,4,4,4,1,1,1,2,1,1,4,1,1,3,1,2,1,2,3,3,1,1,1,3,4,1,1,1,3,3,2,3,1,1,1,1,4,4,4,2,4,4,4,4,4,3,4,3,4,4,4,4,4,1,1,3,1,4,2,1,1,2,4,3,1,4,1,4,1,4,3,2,1,1,2,2,1
pid_1899,1,1,1,2,1,4,2,4,4,4,4,1,1,3,4,2,3,4,1,1,1,1,2,1,4,2,2,2,2,1,2,2,4,3,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,4,4,4,3,3,3,4,3,1,2,4,3,4,4,2,3,4,2,2,4,2,4,2,2,1,3,3,1,1,4,1,4,1,4,2,2,1,1,1,1,1
pid_1128,1,2,1,1,1,4,2,4,4,4,4,4,4,4,2,3,4,4,1,2,2,3,1,2,4,2,2,3,1,3,3,2,4,3,2,1,2,3,3,1,1,1,3,3,3,3,2,2,2,3,4,4,3,2,4,4,3,1,1,1,1,1,4,4,4,4,4,1,3,4,2,3,2,2,1,1,4,3,1,4,1,4,1,4,3,3,3,3,3,3,2
pid_1955,1,1,1,2,1,2,1,4,4,4,4,4,1,4,4,4,4,4,1,2,1,2,2,3,2,1,3,4,3,1,2,3,3,3,3,3,3,2,2,3,1,1,3,2,3,2,3,1,2,1,4,4,4,3,4,4,4,4,2,3,3,3,4,4,1,2,4,2,3,4,4,3,4,3,1,3,3,3,1,4,3,4,1,4,2,1,1,1,1,1,1
pid_302,1,1,1,1,1,1,1,4,4,4,4,1,1,3,4,3,3,4,1,2,1,2,2,2,1,1,3,3,1,1,2,3,4,4,3,2,1,2,3,1,1,1,3,2,3,2,3,2,3,1,4,4,4,3,4,4,4,1,1,1,2,3,4,4,1,4,4,1,3,4,4,3,4,2,1,4,3,3,1,4,2,4,1,4,3,1,1,1,1,2,1
pid_498,1,1,1,2,3,1,1,2,4,4,4,1,1,4,4,4,4,4,1,1,1,2,2,2,1,1,2,2,1,1,1,2,3,2,1,3,1,2,1,3,1,1,2,2,2,2,2,2,3,1,4,4,4,4,4,4,4,4,2,3,2,2,1,4,2,1,4,2,1,4,4,3,3,2,2,3,3,2,1,4,4,4,1,4,2,1,1,1,1,1,1
